,PFE,DHR,SPG,ILMN,SHW,ZBH,CI,DLR,BSX,MOS,AMGN,VMC,ISRG,UHS,ARE,PKI,PKG,EW,APD,RMD,BMY,MAC,MCK,GILD,EQR,IDXX,MLM,IQV,PDCO,SLG,HSIC,WRK,EQIX,PRGO,FRT,REG,AMT,CCI,LLY,UDR,AVB,ALB,KIM,HUM,MRK,ESS,BAX,O,FMC,WY,NUE,BDX,ABBV,MDT,PLD,AIV,ALGN,DVA,COO,UNH,IRM,DGX,WAT,CNC,DRE,EMN,VNO,MTD,VTR,XRAY,BIIB,PPG,CAH,FCX,IFF,INCY,ABT,SBAC,MAA,IP,ECL,CF,REGN,VRTX,LYB,LH,JNJ,AVY,BXP,A,SYK,ZTS,HCA,HOLX,EXR,NEM,HST,PSA,ABC,SEE,TMO
0,0.14051647549490823,0.07886295332975261,0.09459638904207354,0.3460772657928127,0.04356895233717763,0.1887767377420336,0.15853768007334992,0.7834375964137859,0.6182246044686202,0.07115382675588412,0.8638913471694881,0.0,0.21318584682877684,0.1485433204669128,0.29308559102478016,0.07519093329684387,0.0,0.29940743845066764,0.6570901047605764,0.10794114371341108,0.38547974698360205,0.0883280574883339,0.15407964877744534,0.6166056268424317,0.26423396101762,0.10484692686180579,0.0,0.13811321099600535,0.46148409770153104,0.1244821195298978,0.3590539669448137,0.0,0.7840503094857556,1.0,0.20341103810451291,0.16372575275710316,0.5399420913432044,0.29162975277843106,0.12604565623258568,0.20046175597165605,0.2607755691084601,0.06676756778597491,0.14652315024863835,0.41657142167367317,0.8875338973593916,0.2073630602514144,0.9339886180621559,0.2883311414918269,0.5536543535007036,0.24820652452769526,0.009693262767206673,0.512814507805097,0.37925039543516426,0.20306064874095936,0.19509194965011503,0.31957836144431284,0.0,0.09957879080966253,0.052606029501740606,0.1483606642837352,0.20664871222693576,0.09152457238392418,0.11863800850420146,0.3441177081071863,0.1715133324247486,0.0,0.28037856694651886,0.0361249001089684,0.10992573195383795,0.08386842854655889,0.28792390596960254,0.032494950189626386,0.32016261561015874,0.027972002432869906,0.40386700312841056,0.849637617561098,0.31307227448167047,0.555687627556956,0.05715325846889598,0.0,0.29713662495147586,0.23182584432279155,0.7518991842857595,0.9706565756080199,0.0,0.01523496565190377,0.38479704478036675,0.01181593692166112,0.2972768917775812,0.0647138009104779,0.006794268624532095,0.25535297897288145,0.14134713824832915,0.08116395572965451,0.03169062186685987,0.6450000085830713,0.12621357650174467,0.0023184814361606448,0.09285480830814016,0.09440989628919168,0.15453903791284726
1,0.08957232883057947,0.09345873072916368,0.08592392135566027,0.30948379543259036,0.10040943910938488,0.1801763930659284,0.14707258112854515,0.7288399891896977,0.6535742336218988,0.09375004011851237,0.8063608010505587,0.03024112668514932,0.23891979364624552,0.15226962882939696,0.26111875316952493,0.09718195624962873,0.055297884000656584,0.30088876160673833,0.8329973256109665,0.09274163842411919,0.27917032777723805,0.07760252999885048,0.10266657246157894,0.560439673044525,0.2727742833299588,0.12598127868618508,0.026606265027932965,0.15026863156898745,0.4558303934556519,0.1347135601861678,0.30942237586851346,0.05527317951064159,0.7841306156610304,0.9250997064658667,0.20861751802221956,0.1547585115906865,0.5279648161830937,0.27127947834431726,0.11838311524972647,0.192381613569989,0.26221574400769493,0.10699200022319141,0.16473509443626527,0.4132404411405003,0.8306237114128062,0.19843395917532317,0.8272473219442519,0.3168249030230316,0.6490720041740395,0.2819225361989171,0.024171794119056747,0.4670146073475055,0.2916356349714467,0.20453196767633786,0.18625757884394173,0.31863547486826266,0.020122836300364412,0.11068553512414202,0.017998585460356306,0.15039598322320427,0.19991018495883375,0.056793327729333765,0.09974153631218609,0.3465686513753391,0.1721069310678482,0.06148981223807465,0.24252985124388973,0.04409542851800648,0.14053796782455263,0.08311283894167304,0.24370975756182234,0.0887361367851108,0.23765254910896558,0.046953043780480624,0.42103355555175653,0.7271739421885361,0.20615179004440698,0.560044311405473,0.050265876488980975,0.04404509788335756,0.3980177022083225,0.25795645469092066,0.6336009456143253,0.9322031377821643,0.05689186490639983,0.002866014402113651,0.34017949609254694,0.03198299734896145,0.2687216305321229,0.0732933401806819,0.005158575810714252,0.2862807641252697,0.1302667741018361,0.06202153814068898,0.035305459829342065,0.6319998992919724,0.13228156028048693,0.011235906132457809,0.006924810952132241,0.13416141494164144,0.18553818111858025
2,0.10748670456113366,0.10560909100025377,0.09446293827342066,0.37459518047789464,0.15015920703371538,0.23371337816375556,0.19584621389606577,0.7664576090258052,0.7132755964547591,0.1028845898145747,0.9761454794598761,0.07355947768009881,0.2953760334979027,0.18224925017671406,0.3276580335412285,0.13234127085789105,0.10948229277079238,0.3332628402595737,0.9603492087582138,0.12598553323409684,0.33362127658872964,0.08075708628951081,0.19894628360928926,0.6190476855869164,0.29632500671570405,0.1482250134072135,0.05171960149302619,0.19096267866546288,0.46007063794132563,0.16638222171651637,0.376502471491832,0.07465058047196221,0.823602697108683,0.9792830010088431,0.24039497528322568,0.20190913606108993,0.6185433675267678,0.3452485649149345,0.13420034014499324,0.21431311414112947,0.29410553287726987,0.12124079996806054,0.1771522824594094,0.5477255241545326,1.0,0.23806572755782002,0.8525282539301546,0.3907733799691684,0.7102669115094321,0.2819225361989171,0.03423314006782017,0.593972376795855,0.33407790465661985,0.24161266254841082,0.26184044586368865,0.3400036742117263,0.06536954851326013,0.15090012827668023,0.07227237204725454,0.20425950660319578,0.22506739341275822,0.07951069215175594,0.12224801320533395,0.37647064543376013,0.21543034996058524,0.10505966127739015,0.27539837278828755,0.08973503862262777,0.23654907927970142,0.11635806098673114,0.27649208428392574,0.11966885496749134,0.33352713444625265,0.04995005198049233,0.44307911575118536,0.8166667449877496,0.3119738203630816,0.6198511712123327,0.0758820589189158,0.09055672579033457,0.5636561933362122,0.276716968270539,0.7094421927399299,1.0,0.11473835093497935,0.02405914595670896,0.39471201557577973,0.06307752538658028,0.29992438415503947,0.10148301447406267,0.05032711936449114,0.3383029468459322,0.1592068632742126,0.15849934031448173,0.05470539360189953,0.6575000109672575,0.14927189171353153,0.01801323598586895,0.13251493639649034,0.15776404697243324,0.2333746660553723
3,0.06270054014584371,0.03637482185838155,0.09659774339941654,0.3043341553740244,0.07310782822303982,0.1810363937417639,0.16849912657380894,0.5877743134142618,0.6551453615467119,0.08317305796597767,0.7373711781666619,0.05353494223028153,0.23901574660514274,0.17818424524681173,0.3139333443435528,0.05306819929699839,0.08740023141597149,0.29623363578628775,0.7397510808305371,0.08420710975488453,0.19965413838750679,0.09085171455460835,0.16813050003410873,0.5653237905334951,0.2888199049030612,0.07702806565116176,0.04356170285953991,0.14736189471878972,0.2805654270384634,0.16029207430083112,0.34121763239099473,0.04987292320613667,0.6740836500556495,0.9625500052129133,0.2592458815649435,0.20769452057470042,0.573842349034116,0.26437805509959794,0.13047451352883524,0.21315887098756864,0.28402430858262595,0.08044891297603146,0.18956954942910995,0.48017072307626824,0.902438984753095,0.24465963330694304,0.6811798339750095,0.43826324960178253,0.628190300270193,0.2101865274694452,0.0238037109375,0.32985281307516595,0.282452336168272,0.1642142813360287,0.18895698032496167,0.35194469372848936,0.041769807264407204,0.11355802693518083,0.0,0.1751108555593489,0.21563347237442024,0.03516820998867453,0.08623766377714427,0.290686322083528,0.18575675676899414,0.07958536410790634,0.3012948124861437,0.023974037947262692,0.25092762072427943,0.07215714995578583,0.223536004885549,0.06983285535891348,0.27716448062262244,0.026307026106097114,0.40549324714442236,0.6764492464175706,0.16880267383623088,0.5612324759330204,0.06573227165882553,0.07293857308321221,0.4680615796204458,0.2512562621413753,0.5672672453458211,0.8467161036297978,0.09469261826181151,0.007466667219062632,0.2936733300793738,0.04459847531400071,0.3116489520330649,0.055153820345377164,0.006542579272546744,0.23473437486765028,0.1477621034750175,0.061638608003678,0.05097003346122229,0.587499921321854,0.1674757273125937,0.007044705639669695,0.11016683568847188,0.11428565561541686,0.09378073316255835
4,0.060461355723976686,0.003286014690692763,0.12648430261157856,0.2882222133856352,0.07606544776891443,0.16555570574122258,0.17019077142274536,0.5099265840162186,0.6543596477532995,0.08557695922767049,0.7488302549316287,0.06811060823554697,0.2238344295464852,0.2030826427377951,0.25920769365151275,0.030155399946973627,0.09853413428044085,0.2543376648367525,0.7607524180250538,0.0492562596010812,0.1910112248413702,0.10977920272039689,0.1379530371395437,0.5714287045071659,0.30719462451438867,0.046819864516396734,0.0652626195583569,0.10693208420840987,0.2600706649003139,0.18367814935000995,0.32803407460831685,0.0702033319585641,0.632760597222536,0.8852590665936757,0.2540394016472369,0.21637254217160093,0.5488181660344055,0.24455836858660288,0.14376097815016248,0.21969992466743396,0.3023351710017368,0.09015826868879372,0.20198673745225423,0.3959613369919276,0.8855014100651458,0.2605947395902442,0.5990170729067661,0.4470827853729564,0.6006381872843585,0.15710189742870512,0.02736200437955321,0.30659693007052913,0.282452336168272,0.1521482536254773,0.16809812206432168,0.36419974651423365,0.02862447282651471,0.1053236283307376,0.11591378306645474,0.14436278767042607,0.2097933525730484,0.04019214475651628,0.07322403375675715,0.2632352712932592,0.14896133820950547,0.10224876813154085,0.32768917661233227,0.0025580862658660035,0.26530616216885705,0.07971275777667867,0.22269546748543947,0.06702079006960615,0.2597327982856253,0.04162504331707694,0.39176006035135513,0.6373187431290521,0.11863807333605991,0.5099018344027418,0.07201546012645471,0.09725157271984011,0.46629942510675304,0.2502512779873837,0.5801170862794907,0.8369701996201789,0.1256203617160514,0.015008713470946677,0.2710102823920565,0.04459847531400071,0.3150528914151561,0.02083585028245312,0.0,0.2099921467457397,0.15104244297252503,0.024502417191722983,0.053379925436210306,0.5484999749183616,0.2123786220958218,0.0,0.07932001603205643,0.11428565561541686,0.03054246508991524
5,0.036388772655479615,0.0,0.12394934876584755,0.2826044458773472,0.03693318511966185,0.13287466630622108,0.12667977881424536,0.48719943811939004,0.6103689648445522,0.03557691337794206,0.5799808729909504,0.032284465717924,0.12523980005774762,0.13109753970089771,0.18207103288141066,0.0,0.04156624979418784,0.22154046630683982,0.6950601737532506,0.03186213287685538,0.06827980830892197,0.10977920272039689,0.09803606755479326,0.45726490352167903,0.28856105041610713,0.02841617449013108,0.021647545519676636,0.08561601397362638,0.1194346538385017,0.13154669403313296,0.254362200093659,0.051143600260945624,0.5879772568982268,0.6772908778272456,0.22190293820737964,0.20017359794992876,0.5149180715216293,0.20757382530129428,0.13251313087322641,0.19315115793089016,0.2648904666543393,0.08019671629629238,0.1688741834261654,0.3145622870488199,0.7560977327365881,0.24211828344435493,0.5280899839589899,0.42198094753789045,0.5182714909158658,0.08895263440547553,0.011288367897454946,0.3061226004693557,0.2414992091296715,0.11801064567617926,0.1199999850220472,0.34377454614240655,0.029148385032811554,0.06587518883554579,0.0791522941733479,0.10983490513195411,0.20709795880281245,0.0076452268120065555,0.06564754616586355,0.14019612408014828,0.11810100051481438,0.07782853913710634,0.2659362888501214,0.0,0.23144718741291537,0.0385340610512942,0.1829083774045421,0.04171220246584003,0.23358516395219503,0.03163502656950086,0.36483549237584373,0.6097827087503355,0.0703038572166089,0.5534696398580247,0.03975351780932743,0.0366455078125,0.3147578339918024,0.21139031455467275,0.49993488435315386,0.7533895440774486,0.08781975401537302,0.0,0.23961269476478736,0.0,0.29179275920212805,0.0,0.030951262881560887,0.15083257805759617,0.11809300053346809,0.0,0.04952404311733786,0.5694998873710412,0.17597095089769818,0.016140516929241483,0.040289547200069546,0.061283630745483535,0.0
6,0.05038457564776608,0.0442458187588165,0.10807206646886565,0.30620678422872416,0.13222359388528346,0.17415605041732904,0.12714968812762714,0.572622749946387,0.6582873177343284,0.05865381529345202,0.6826472351480202,0.022612771819900984,0.18594102515965644,0.1632791410210519,0.19753314531130334,0.029496945177763016,0.06067923263222906,0.27824789303736136,0.8420695341148674,0.058359690701626485,0.11581682193072547,0.08391167266453638,0.13603710056230692,0.479853597576852,0.2743271140795023,0.05677549093665424,0.003092518125454489,0.11441901148636177,0.14204947082201738,0.13836759611997174,0.29429996387944735,0.06575608344516597,0.6377498946441921,0.7187251797695193,0.20610406385132385,0.19728085051960767,0.574911655357334,0.2569455038951634,0.1512126313824785,0.18661025102660306,0.24308190207940827,0.09457159033023191,0.15480132822843862,0.3442282169565524,0.8611110208264943,0.22110026782272532,0.6383427289862231,0.4647218569153042,0.5841068752388334,0.13199426700827405,0.01705525404105166,0.3419552697536191,0.27649538685801284,0.1792231714433454,0.1734969250263612,0.32083539368493025,0.0641550809200535,0.1227499715103045,0.08610156479471678,0.1445080883685571,0.2057502190751827,0.0,0.07398166891500008,0.14950978329712175,0.1341245416137099,0.11753342685552323,0.22410360779588906,0.04398623146006255,0.25046387671238945,0.05969013764614599,0.20313822291239955,0.1096703079016615,0.24927374455225293,0.04562101190724201,0.37152148390216966,0.6742754217106601,0.17905528475998328,0.6134345992785194,0.048936724511542455,0.0711769281431686,0.42753303409532006,0.2217756193962455,0.540134621797327,0.8003177513202332,0.1376479469746854,0.015008713470946677,0.29721426242883464,0.020344713621153525,0.2715582707301178,0.03419537983520732,0.09801217247267228,0.2364790315691141,0.12742379837307816,0.06240432223264335,0.08314256017789111,0.6894999865531897,0.17718445506371505,0.04084182143733331,0.06672947249587416,0.09192552509747223,0.08497041052434937
7,0.020713581346792038,0.05303378878041855,0.07244834572197907,0.3027346405502663,0.1634309150481544,0.14126009529280573,0.08683399281240935,0.5216823891724778,0.6142969344875924,0.04663458408335847,0.567352408004796,0.04536169002772398,0.15265248451194105,0.1913956081871267,0.15357904149058932,0.0190939827140049,0.04212291662272042,0.23169695770189558,0.7069893024438664,0.03706411122358796,0.04753668391578649,0.06750787164938761,0.11080954654868291,0.4346764423540461,0.24767082791873013,0.038570934272275204,0.023780358722664968,0.10217555685239664,0.09611310697488344,0.08282568975967529,0.25474988218665123,0.048919976004246676,0.5953003450955275,0.6820718640374946,0.18168753450006897,0.15302286313249383,0.531707796259696,0.21217468412467438,0.11079083442790785,0.17699116667871412,0.20378561156183372,0.0824664383123458,0.1581125836310475,0.1896533759929251,0.7723576310905551,0.20379146174360852,0.6573031600897097,0.40569891255460433,0.5797564833805122,0.12195113274475533,0.008834370806173313,0.3089700626760863,0.22735178590128066,0.12389637046971076,0.14969321408886155,0.30606627641795053,0.07375214381400964,0.11547297277553918,0.12307152332346831,0.09057202555606356,0.19362081858158572,0.0753603547451905,0.06413227584937797,0.1372548799613743,0.10919883200071721,0.09469430012366267,0.17430280606346923,0.024707190992794344,0.2217067938232345,0.04042310712049916,0.16951535879018695,0.11591935512130667,0.19116798899168302,0.03330003465366155,0.34188650923330527,0.5565217920121893,0.11277927888666144,0.5343789906403337,0.048936724511542455,0.05990132176598837,0.40264306372223607,0.2190954912582097,0.4487517337123775,0.7220337054333086,0.10423824686467238,0.0592804881431083,0.2313503992104045,0.017590648541928742,0.25245838062630005,0.04203947124805642,0.0523402502149247,0.22363212404511568,0.13369293859955475,0.0888208059291956,0.07181586564617796,0.6054999552726662,0.14684465190716908,0.05350454817778299,0.005980322067587749,0.07536231334637122,0.09417228535431456
8,0.044226368309822774,0.06663610089596089,0.04523019112420037,0.3176373326640808,0.186485732119759,0.15287027337545978,0.0832628541061355,0.5208987219767228,0.5608797836919741,0.07499997707513595,0.6274554654714665,0.08146033317827195,0.14531362016022187,0.19681565783505592,0.11900633388057481,0.07479590062175415,0.06253483591848848,0.2134997357316906,0.7925066859725833,0.03657644513247973,0.10803806785679548,0.05173499994299007,0.10506149318312495,0.5451771552228061,0.21816763602176392,0.030208201134765182,0.03758998860818216,0.10094240798290181,0.10176681122076235,0.07551753036605582,0.27879031353881717,0.06893265490375503,0.6150966768469683,0.7067728662238786,0.16588866014401318,0.1316169735362437,0.5467862718887151,0.20916639912254528,0.12393667145973249,0.1562139092611353,0.17652494508499283,0.09167140066562991,0.11920527344047605,0.16873103173993065,0.8340110096673157,0.18469675160401225,0.6551965050528646,0.3785616534212493,0.6029582045080251,0.11334288831954223,0.015460148910803297,0.34693869976532143,0.2285926749860961,0.12360201687223156,0.15460111465922163,0.2865836254354136,0.049247456692940283,0.12428198662299221,0.1391243214928377,0.06789269399251491,0.1945193117333386,0.07164698267270825,0.06368657610724322,0.10490194263480013,0.0884274073232233,0.12104707679712325,0.1703186507368849,0.040695087350982026,0.23051952245513624,0.0570456460860372,0.18856828092316164,0.13716604415370398,0.1818710769682261,0.04995005198049233,0.3539934520103609,0.5471014242366528,0.13841080619604162,0.5438054987964244,0.04253267890405896,0.09337555641351744,0.4407490248997163,0.2566163906219031,0.42552631394167734,0.7465040161807798,0.16857569042892528,0.05837547941927993,0.25188852727112265,0.05090621429652035,0.22806350576756576,0.04240714842226096,0.05535994649057467,0.23140357861543134,0.12880885779537513,0.16998476165884985,0.0876009614562534,0.592000120544456,0.11407772468142477,0.07535221146989056,0.0,0.09151135792652308,0.16857018921570432
9,0.0968501283794563,0.090019848316974,0.09392933878503301,0.3321498788845231,0.22008185310599523,0.18254147940391308,0.10666296130912685,0.4864157709236351,0.6260799444306775,0.06634611593195533,0.7102429415627052,0.14085268794541175,0.17841036467613697,0.25914629339832423,0.21143147079477437,0.07532264434390451,0.08702916738810164,0.23825636512097412,0.8538304880349803,0.056327665972044284,0.1694036112700111,0.0473186151191926,0.11352387124438423,0.5915748740427733,0.2766563108417875,0.0323130772285011,0.07256731155214276,0.11961584355043658,0.1540636091938778,0.1442141586452724,0.25397437008685797,0.12738246646220236,0.6482918606375967,0.8278884479105336,0.22639126879440474,0.17327165375661555,0.5907387922729281,0.23694922476109367,0.13033388593933265,0.21508265850203034,0.22477103966029743,0.11190971522410775,0.1779801160467008,0.29645059659684714,0.8123307840568923,0.24775048404917274,0.661517005935281,0.5237448012760035,0.6600928051143491,0.14921089268427817,0.025276090469828413,0.3497865331219754,0.24820054040123118,0.18834611223112185,0.19730044873945587,0.3651426330902836,0.06305958187750688,0.11930301055725845,0.19277269917280182,0.11943007520364836,0.15588496305818758,0.12385317431483796,0.06970318260489806,0.19215698154191238,0.13293779711060993,0.1386155945794303,0.25298797401370215,0.048930754213701994,0.30797768862270164,0.12278050057126755,0.23552824184287546,0.18575232967088284,0.10459031567785246,0.05294706018050391,0.3892302555282096,0.7336956927366225,0.17466146828562884,0.5843631262869012,0.08772356957600805,0.15926712390988373,0.46916296820358017,0.2673366475829581,0.5099630914179962,0.8189615974786792,0.210194636963588,0.07089530381720573,0.26534479063291916,0.06885216922615599,0.279122596498933,0.05245739638928298,0.09927023526715015,0.2674068167215023,0.14134713824832915,0.11676886412873436,0.08928790422504239,0.6499999332427853,0.2099514980266235,0.1123596056009855,0.01636753849578678,0.09316771069333196,0.187952819355026
