PFE,DHR,SPG,ILMN,SHW,ZBH,CI,DLR,BSX,MOS,AMGN,VMC,ISRG,UHS,ARE,PKI,PKG,EW,APD,RMD,BMY,MAC,MCK,GILD,EQR,IDXX,MLM,IQV,PDCO,SLG,HSIC,WRK,EQIX,PRGO,FRT,REG,AMT,CCI,LLY,UDR,AVB,ALB,KIM,HUM,MRK,ESS,BAX,O,FMC,WY,NUE,BDX,ABBV,MDT,PLD,AIV,ALGN,DVA,COO,UNH,IRM,DGX,WAT,CNC,DRE,EMN,VNO,MTD,VTR,XRAY,BIIB,PPG,CAH,FCX,IFF,INCY,ABT,SBAC,MAA,IP,ECL,CF,REGN,VRTX,LYB,LH,JNJ,AVY,BXP,A,SYK,ZTS,HCA,HOLX,EXR,NEM,HST,PSA,ABC,SEE,TMO
0.03978422491970265,0.024373167130272794,0.03182136711981148,0.04012515996616856,0.03287273102181257,0.02482475383798967,0.0020342004929131043,0.02027850722789457,0.032785440366189585,0.031294295512960896,0.03631829875207,-0.013030918789966747,0.035648272803469404,0.024101497254468352,0.012525647493536728,0.03166459686292712,-0.007236495416452746,0.022530188657990047,0.012766332414950423,0.03297784695882691,-0.001398092681960453,0.004957616515926896,-0.018086446935843846,0.0012825703865479497,0.010058745736460165,0.039425419209819075,-0.0021747315709241977,0.04028416927961925,-0.022737261716311977,0.0247213001629004,0.012241670653322444,-0.014272809606633404,0.0010890775325267399,-0.015261540821685399,0.012487939634135465,0.011041466022012046,0.020827064913244688,0.023160599732930984,0.03985299873249027,0.015431396533415508,0.010773681173533691,-0.022155609385839607,-0.00257481149763099,0.03717843715438273,0.031135650440197407,-0.007018099356199502,0.02886667769926709,0.01615328396347363,-0.00036980124161857205,-0.00017530364906960215,0.017628289340066033,0.03325129173380602,0.0025088137138557553,0.03462677486403341,0.012519729751873385,0.0053272277476318994,0.036510395541958514,0.021669315169495565,0.030001833299538205,0.035220016970927664,-0.005413650020099811,0.025030639430942383,-0.0008373237571499821,0.04049080802730647,0.006483404545738495,0.009869549404656194,0.010784832087444981,-0.010335869508639413,-0.001990898945864195,-0.028313813271518988,0.02211064790566798,-0.000439214463698256,-0.02304284969545319,-0.004947369782908799,-0.013126871958405575,-0.021273348231042908,0.032826791828282686,-0.001130860602028537,0.008301980460394291,-0.00926236797868669,0.031640663373476596,0.029516862499465845,0.001256593628654443,0.02962459854436783,0.018876991647281325,0.024182985077398782,0.00468537852303776,0.008191904623840155,0.022932211247164304,-0.00076327661010314,0.021277993748077848,0.03327138249307733,0.03923427459024463,0.013115536897161563,0.020668661108531966,-0.021094914752290757,0.024327885440517383,0.011228715080288838,0.005484108111390151,-0.01510024207369961,0.03510720266399035
0.024373167130272794,0.06728388267772566,0.009796778961581725,0.048896115047227594,0.03548193134630787,0.004704650401837595,-0.016136319488622597,-0.027389615243060272,0.0280332731358798,0.05451390844586115,0.016076517722910997,0.008527858300409759,0.05627012436839685,0.03555245835217805,0.017884360016630983,0.03655761367787978,0.006721985484307259,0.05813941127388829,0.03820373331874869,0.06812427453003994,-0.028107473850240698,0.005180043616148476,-0.011139405815114157,-0.021635926005449033,-0.025760021414303613,0.058849702866433845,0.016735884036961277,0.02928022237314128,-0.069358454552179,-0.002529486680323656,-0.02090102282754979,0.015273961912572652,-0.037396488007637584,-0.025346841233308444,-0.02687133646177233,-0.027430201890071247,0.004133536497311253,0.017617809691072538,0.012637958124828399,-0.027228606184500355,-0.03798633000168251,-0.06400566098282849,-0.050653953474621,0.05523206780430532,-0.0029377200017891474,-0.03992281352631058,0.05573304739251385,-0.027686315224657924,-0.016864005203451864,0.0277322490046433,0.053661878762268134,0.04872833875374523,0.025086682088105768,0.03526516398173436,0.0002857100222048668,-0.03967948370340816,0.058205826066272864,0.04223216129659884,0.006546062116445455,0.05857717610778912,-0.05117502670067381,0.03917402450998867,0.03255119183514461,0.04827788031956739,-0.023631164268186153,0.06059494765945037,-0.036790782136426003,-0.03007779702876993,-0.04984415579688403,-0.041986792029201594,-0.007409644911904671,-0.011556673467827043,-0.028607817232211667,0.037015031521813686,-0.03777673453283862,-0.054886395820717505,0.056757408266426806,0.030864928151118957,-0.04592335375504558,-0.011701384255577376,0.052475540710378986,0.03470228633061007,-0.04357802117836991,0.0304366215975921,0.04234211138739503,0.06051285522763609,-0.0213845617628287,0.02689496952617992,0.0007328331827273404,0.005406779402418846,0.05727005300661752,0.06711724462579725,0.05194197994148142,0.017004099922277114,0.046707233039043256,0.0033634991738015732,0.03964530131322261,-0.006330199350177392,0.026020350100230998,-0.007137791145631999,0.052645060000719925
0.03182136711981148,0.009796778961581725,0.04557959180746713,0.0358470925746092,0.02932845894236731,0.02513305690056472,0.007235736002262621,0.03384226149761299,0.034342193114430646,0.024609729424926636,0.03656098908698086,0.0007812448649317969,0.0291058011725625,0.009718675671019257,0.01864395986276803,0.021760477192820767,-0.00540368526015583,0.014145986867777887,0.0004296507060236192,0.02304138643392569,-0.004336344073670538,0.009341720837223436,-0.016395968500027912,-0.0011938344889105461,0.022174115100008877,0.031875279757059095,0.0113950137472472,0.035476591892803354,-0.006745199879596694,0.0315532541710753,0.019456282828806903,-0.026673894145354295,0.014954705628073082,-0.014935486329996256,0.03265781584841796,0.028701834912331588,0.020985693830217474,0.019690179496497998,0.04163215702999188,0.03054199184076208,0.026959069342601668,-0.007949762554255765,0.020030550535034674,0.028157092304459123,0.03542082697602437,0.0015727189688314936,0.030404035013513533,0.03190877319600892,0.015699176616482034,-0.0018171852887935269,0.010293547106817976,0.02717707138602377,-0.00734028278596611,0.03576544406286608,0.01744662453095498,0.021743155996051918,0.03470034832135579,0.019488639321760644,0.029611443609806557,0.02978329047248881,0.012717902713137691,0.027143459284595634,-0.011648912082998363,0.037864861147843286,0.025091793520218567,-0.007821406305756975,0.0332872360907143,-0.00430113430614975,0.019458993334883108,-0.0208147764612943,0.03359650267748525,-0.005885010645868229,-0.030890513015640435,-0.01211299041650203,-0.012539893245707001,-0.010922246277388034,0.023060043810434302,-0.00970473794639037,0.028256785195347186,-0.006161313735505099,0.021737450295469855,0.026741358087142467,0.01223345047487277,0.019949067445993503,0.01336746656243014,0.020726663615558076,0.006629087787029933,-0.0007527259149910248,0.029940115818437033,-0.010828354793017525,0.014804461223954792,0.018518440432634432,0.02838857608178336,0.021955339293422322,0.025997842037100354,-0.024999796190781087,0.03158809495578089,0.027391633722995305,-0.0011870085322797464,-0.006468257002140945,0.019519594605977828
0.04012515996616856,0.048896115047227594,0.0358470925746092,0.06662837679414672,0.03761343264002581,0.012469301353281587,-0.021888646634427588,0.008710088195535905,0.05527637512721249,0.053395203793908934,0.03963411100657066,-0.006519000732511452,0.06440747136865424,0.03406553333313959,0.015754350161276524,0.03951425574965636,-0.012395974279596898,0.05742185412405304,0.016493637337651752,0.06753829787675993,-0.02884394401483163,-0.008906857937815609,-0.03172582293405653,-0.016047667769863033,0.0015277464670733038,0.07252926385545348,0.010383441656808092,0.0484653436057684,-0.06648189459821532,0.02021186916509092,0.005922705001660393,-0.024389628884716477,-0.0200612253244527,-0.04203042803718016,-0.0012374040115904793,-0.009559764746884128,0.018955772466512404,0.019353647380894914,0.040849696448656124,0.0032138747379093936,-0.007025800993185409,-0.0611254422301492,-0.02241797845035101,0.06579275679941769,0.03366227945722532,-0.021012653181210785,0.06008183821117073,0.005725024771204253,-0.009691830273781992,0.010427129284486152,0.03414481020365465,0.050158853836621074,0.0035167346352551177,0.05062493643933873,0.012085092397646848,-0.011184141806197928,0.06839162961041573,0.032073723095873,0.031910210340838484,0.06123697495281491,-0.02934244948302667,0.05220129003720203,0.0025200804872537656,0.06544474705041352,0.010487089176018097,0.03781273760946162,-0.007420320750363307,-0.03705155903331622,-0.020072420198317696,-0.06078887817824111,0.013832637270271493,-0.029248192289854317,-0.05116205239193925,0.0027836161315611427,-0.052735390969805486,-0.04803782114876708,0.055382060223636835,0.004912893646453326,-0.00811863290912911,-0.026140351081956583,0.057646828016942826,0.040286065803292866,-0.019278099432278022,0.0412713793319169,0.029672229942007487,0.05810335402480942,-0.025326437456267427,0.0020313073807727484,0.017832625625740034,-0.0158105259998607,0.04864633867508598,0.0636932744197505,0.06165936861891167,0.010570739685964111,0.052534263438278876,-0.017193709139024946,0.04396461125612196,0.019666526172342748,0.005237503764132525,-0.027604420829807755,0.053931511135521894
0.03287273102181257,0.03548193134630787,0.02932845894236731,0.03761343264002581,0.046649058257491244,0.025391017738858816,0.011796152446947981,0.007622209535849097,0.020959649767330814,0.037505410853358206,0.02832594935093516,0.004217337383417368,0.03740966799309271,0.02224606481179886,0.019435496103794643,0.034049238593367843,0.0025262331016741506,0.026160324491966307,0.02386830437539718,0.0380665010406209,0.002983225888691378,0.021537721480315724,-0.013500764373343842,-0.002845173114715069,-0.0030808270982190422,0.03746949322437328,0.013438276373487539,0.03963778024662635,-0.02246979513623557,0.016075960365739165,-0.005116205810423229,0.004696137975673536,-0.0003240700652548804,-0.00665467086099132,0.007336736236930393,0.011114647695696436,0.017979180733635275,0.03410118987470164,0.03107732161378284,0.0031598514635338376,-0.0009221862300659077,-0.021787969350539997,-0.012917059738785357,0.034791430160060866,0.008237018245502038,-0.022413341373833568,0.03268789857088421,0.0011134830237128357,0.002679050260883142,0.006980650124472585,0.03569917990133917,0.039695721758234,0.013580839909372802,0.033300738308653634,0.003947316296196591,-0.0076417531164376315,0.04162383696604987,0.0371030070450118,0.02020568428763951,0.040780058625636696,-0.01373682008321099,0.0222629320118387,0.018099651603733707,0.03895694735462779,-0.010733918291782127,0.01857262109047554,0.003667429858099232,-0.0026659350201690304,-0.014341382465162604,-0.016019120795713142,0.022921490715804824,0.014549004044569689,-0.02082776039401292,0.018533635985980672,-0.005365718315972696,-0.025259487536497132,0.03937235300692191,0.01716451226757113,-0.008862432996892463,-0.00031943502377309414,0.025691413883669963,0.03335352769977497,-0.008934942276716363,0.028096139091512283,0.030822801428592367,0.03072623499049623,0.011728818814392852,0.027931637579627844,0.020128524450018594,0.009447927988947103,0.028916306271551315,0.03630718627147769,0.03823808835676097,0.030351913553562704,0.023802944570668012,-0.018237308902110175,0.03138416710966971,0.002578943605126321,0.01675337373116403,-0.00045850337583228773,0.03463105196721721
0.02482475383798967,0.004704650401837595,0.02513305690056472,0.012469301353281587,0.025391017738858816,0.05339332861852464,0.02837073053914504,0.019890998031753197,0.0069452344255654,0.01376417404752523,0.0326797622532052,0.005486974180373627,0.008325314899614546,0.014555056368378741,0.00724653011506099,0.02225277222086577,0.01650105933019279,-0.00721421098156681,0.010749550834060461,0.0017531799710022438,0.018686181485986386,0.01737956169469058,0.007207714928297864,0.01873584811668756,0.0017232433524559487,0.008050918122424358,0.0076000254801219976,0.02475863773333538,0.025748443011742735,0.015007603368989953,0.022524365407242602,0.004207249730859014,0.01219219518935664,0.01404633556251784,0.013577907136652275,0.019476181643002813,0.008571286966349682,0.013407225016805241,0.026697420024881204,0.010475922722989937,0.011564352225943243,0.012891674229192388,0.010038485701571528,0.007586374532331231,0.02319433179383756,-0.005400878933970448,0.00979289235741806,0.013966783911789224,0.017188288126575118,-0.009305360643027212,0.018861245846205,0.013764272999415276,0.012908292203314698,0.02257120695876512,0.0020223927839180546,0.0077563151137081746,0.0046439838027670845,0.02709595596869239,0.027479058794139144,0.011624895405929208,0.00662631291115036,0.007388556156156981,0.003930183578991674,0.012657488717805152,-0.0013376949127523493,-0.009938695394102194,0.017625150988106453,0.023049562756990157,0.009035559776712328,0.007344808563460017,0.03263685678754353,0.023599189034642715,0.010753645958962206,0.005817703569799795,0.019699494965099856,0.006923192741507331,0.013965766253688028,-0.01015005344542588,0.00791717709908849,0.02160496648996357,0.0024678963759524088,0.017463545277714373,0.014585473981738721,0.016705467723946488,0.01653401715144492,0.005647785178002688,0.027224914204078333,0.02196473633189071,0.014732633537087219,0.020234595258062666,-0.0001013375717129788,-0.0005336964771626171,0.015364385245629109,0.023370263319629016,-0.010973333929226291,-0.012716943345469483,0.011980188017824106,-0.004500556199635932,0.01639771246832322,0.008080390225503609,0.017585592504482207
0.0020342004929131043,-0.016136319488622597,0.007235736002262621,-0.021888646634427588,0.011796152446947981,0.02837073053914504,0.05492084556717928,0.015799710985776098,-0.02666990029701518,-0.011642448750074379,0.0016826541577862361,0.02062211323468951,-0.022797387251932876,-0.015596956065214445,0.0079430659638948,0.0012504615270096293,0.022633862699333592,-0.0398521363963104,0.007462604479668273,-0.03061383801318542,0.028069986019188913,0.03721369768918574,0.022747415796718736,0.015896072120796207,0.00781594272968399,-0.03530242988273133,0.012060009470562268,0.0008410751847585909,0.061791790093256235,0.0024320858462878307,0.004289188418838554,0.020852863146462692,0.030934382668920853,0.03564556453443813,0.025664008883128902,0.03814270898409454,0.004186886517499983,0.017232364163837804,0.00618048583103961,0.01657169083336083,0.023157707401446292,0.05105388844315022,0.026948682894985962,-0.02618945560583387,-0.006658532444380684,0.001239582438955844,-0.018453309434519994,0.013661254771592255,0.028268357771440517,-0.003993690960077353,0.0003388236625302929,-0.003802747308276866,0.00748984643072646,-0.0019310092241588835,0.00147295296170563,0.017845354878754487,-0.0209411838216172,0.012009856834221604,0.003169627729841138,-0.012680860713742352,0.03116798799636313,-0.022032649612521712,0.009793676066801628,-0.018981880360189943,-0.006543356007481548,-0.03271498542253528,0.02802786802737393,0.041686737946698776,0.025371601515767145,0.04720938822319051,0.028063363230858784,0.042358371985615095,0.025986875526337702,0.004500240542639062,0.052827971238666276,0.027615526696269356,-0.017374480282101933,0.002235306342601063,0.014839357483851099,0.03698763979458761,-0.026949972773068133,-0.0009032529883587225,0.020086819353968877,-0.015394877346554243,0.008446912554298016,-0.0239083368671194,0.047090173116837865,0.0286687742095121,0.0062466453633123475,0.02829483008543329,-0.020921063068834653,-0.031562215222390805,-0.02160093942065096,0.0345498346541975,-0.02839825592348237,-0.007614083824900439,0.0014272499092436116,-0.011405139329639649,0.011650077229758974,0.032850158352154546,-0.01681544124882862
0.02027850722789457,-0.027389615243060272,0.03384226149761299,0.008710088195535905,0.007622209535849097,0.019890998031753197,0.015799710985776098,0.06698581708860782,0.025242713827145827,-0.012294316637225444,0.023203529129590793,-0.012834852297924745,-0.0012004292847330564,-0.01704212630168281,0.006720041682066246,0.002013608359321467,-0.019237903676755125,-0.02765261570313998,-0.02024322518756605,-0.017987798354694575,0.009397853508389323,0.0009104381520897516,-0.019932307770526576,0.010265883000497666,0.05237544472609232,-0.0028079844097552314,-0.006867283815985005,0.029864808485681182,0.03333570933076018,0.032381716887686596,0.03669412920838143,-0.04340633760664587,0.04962128451211526,-0.001956050260636658,0.05145727454082947,0.046075426826756534,0.0328645645362943,0.019220738316174536,0.0391858135795036,0.058729492697638885,0.06141127479163945,0.03657998732818246,0.05247674088792207,-0.0032016003860623854,0.040131833664282114,0.0381421337251562,-0.005251454771013802,0.0541339798313057,0.027943167298630462,-0.01486029827928347,-0.034022964213369165,0.00291599829158477,-0.027261864367338757,0.015086890334593499,0.03145627483587567,0.05514049270533679,0.0019131101452862882,-0.02298457542430341,0.03709005393840637,-0.006696653078356859,0.05538291075201859,-0.0037878897578094706,-0.03055861319685411,0.008245968061102615,0.05162187689096797,-0.04572139342713661,0.054608647520222,0.016044045292350886,0.056365460202311354,0.004582391498764842,0.039490166144450445,0.002445789669200476,-0.020482295567183846,-0.053484733169901474,0.011731116122192851,0.024218772963124677,-0.010955697817990717,-0.025328240199898346,0.06453658453479406,-0.0066223821879003286,-0.004073645861536198,0.0011616706915340601,0.042738898347998634,0.003980712470946031,-0.015826743524019585,-0.025228657020512975,0.024700066070843265,-0.020688186117329546,0.02991962373234129,-0.009832776604096101,-0.018026992391287095,-0.022992976668069653,-0.004564474129604577,0.005972027744476959,-0.0036867441968791563,-0.02967090296251981,0.008549632362769894,0.03294457265534985,-0.03207002773423586,-0.007105160279756155,-0.007176950741403799
0.032785440366189585,0.0280332731358798,0.034342193114430646,0.05527637512721249,0.020959649767330814,0.0069452344255654,-0.02666990029701518,0.025242713827145827,0.06449719901201778,0.03529059771487774,0.03995823961131744,-0.009988122251043936,0.05325581970006161,0.018266387017620633,0.005530614597553088,0.025779904648279207,-0.01985861751519148,0.04295525491525168,-0.001912050541911555,0.04999098267130393,-0.029544854573704624,-0.024195297094127616,-0.034171584716990056,-0.009414927223205008,0.017625050520341135,0.06160243538744701,0.006768092894088037,0.04103105162528987,-0.05080158389112271,0.023527644569153176,0.02269323925584159,-0.04286374141840896,-0.007213903747645875,-0.04211803264668942,0.006484508105981688,-0.007010646572772197,0.016480003922407338,0.003818086206649209,0.039961545150579196,0.016175723214781546,0.00835119437351196,-0.043398323769038495,-0.0019342243268638897,0.05395429075047712,0.047571841254894075,-0.001192236142228393,0.050536374479576485,0.018760856317404533,-0.0024778387849893856,0.006746281299387825,0.010978410511070413,0.03648497917725791,-0.010185958608663006,0.04126503092653392,0.019607161707231674,0.006340004842311799,0.05587167170711369,0.008269699076051337,0.0372229942048427,0.044245607097546304,-0.00855898934836682,0.04284195839540535,-0.014337624844483835,0.05490532747429303,0.033291966555986825,0.018853344956372614,0.0060936377529320325,-0.028103776104258366,0.00023427228015925316,-0.05894055545367237,0.01663792367002797,-0.037471163905549054,-0.05023062036163508,-0.02162367921809143,-0.05339766123463954,-0.032282659266632784,0.038824833013075384,-0.01358746482735829,0.015742737474415423,-0.027743257888964923,0.04599732139111193,0.027767550875124874,-0.002551247437077589,0.034165257732603746,0.0119445788131707,0.041926314053710605,-0.02750026481583897,-0.020654775041555003,0.015661009540586218,-0.025214490728569117,0.0345146280091076,0.04311619219143221,0.04497387851121023,-0.006574943043988199,0.04549968863683991,-0.016742991181636756,0.03615359150526696,0.03260358354759886,-0.012038641762378044,-0.03544822232923465,0.040113592563643656
0.031294295512960896,0.05451390844586115,0.024609729424926636,0.053395203793908934,0.037505410853358206,0.01376417404752523,-0.011642448750074379,-0.012294316637225444,0.03529059771487774,0.056503948685698586,0.028226233870131148,0.005854282504393807,0.056137546620369946,0.03349882400474513,0.018576479243547085,0.036500835977977326,0.0024235647974676046,0.05354101513892932,0.028339597214444425,0.06343975092424668,-0.024350458077797416,0.005147122694752792,-0.016384718374811407,-0.018173543346284737,-0.01638406736407088,0.05992273310579755,0.015857887376577635,0.03503402971584009,-0.060075047480085526,0.011573186653376135,-0.010205070793432473,-0.0009162009396451534,-0.028999856278525336,-0.029490318222147593,-0.011692239308774775,-0.013880826790820552,0.007612040243717827,0.017804520562667348,0.025797403467725424,-0.01394743271310712,-0.024326296771548257,-0.056224422859882016,-0.03390910472917741,0.05545021675605168,0.011355681133081294,-0.03508399092082428,0.056309456271216814,-0.011746066467054738,-0.008701247197734909,0.018041785831781322,0.04789583623445115,0.04714009712642849,0.01852582156138543,0.04136598320537971,0.0033323624965746145,-0.02719358376170402,0.05985384911178677,0.04300483296930951,0.015292412398355005,0.058569208533240234,-0.04012076160944228,0.042962792137614794,0.016634963649076538,0.05371204920372572,-0.010374490049845747,0.04612191934198339,-0.018040850941289356,-0.03002003750029843,-0.03399599098142952,-0.04450320657782122,0.005079741176146822,-0.015481200715676815,-0.03639863594191358,0.025625915579099455,-0.038812794566842265,-0.049682398503943896,0.05362914642002961,0.017454886415795585,-0.02820143325326049,-0.012092844208300733,0.048915506853937085,0.04045306027143995,-0.03158038081738686,0.03179560509387011,0.03893903877538881,0.058798457810490395,-0.02105541164090469,0.02133244747936765,0.01000089935416516,-0.003663844307462911,0.05024825356541872,0.06199780912625224,0.05494812479405424,0.0205944310776998,0.04784055422077785,-0.0074089763840413676,0.04126635678249698,0.005128711507094089,0.02113717954253071,-0.011892033220863156,0.04889698435310255
